@code{.c}
================================================
  NLOC    CCN   token  PARAM  length  location
      20      4    118      1      33 QXK_schedUnlock@107-139@..\src\qxk\qxk.c
      12      3    110      1      24 QF_init@144-167@..\src\qxk\qxk.c
       3      1     10      1       4 QF_stop@170-173@..\src\qxk\qxk.c
      20      6     98      1      35 QF_run@176-210@..\src\qxk\qxk.c
      29      5    178      7      42 QActive_start_@217-258@..\src\qxk\qxk.c
      42      8    220      1      53 QXK_sched_@266-318@..\src\qxk\qxk.c
      59     16    377      1      96 QXK_activate_@321-416@..\src\qxk\qxk.c
      12      2     72      1      18 QXK_current@419-436@..\src\qxk\qxk.c
      19      5    105      1      26 QXK_contextSw@440-465@..\src\qxk\qxk.c
      13      2    104      1      23 QXK_threadExit_@472-494@..\src\qxk\qxk.c
      10      2     64      2      13 QXMutex_init@74-86@..\src\qxk\qxk_mutex.c
      79     11    701      2     136 QXMutex_lock@89-224@..\src\qxk\qxk_mutex.c
      57      9    483      1      95 QXMutex_tryLock@227-321@..\src\qxk\qxk_mutex.c
      74     12    622      1     129 QXMutex_unlock@324-452@..\src\qxk\qxk_mutex.c
       9      1     51      3      11 QXSemaphore_init@73-83@..\src\qxk\qxk_sema.c
      57      7    389      2      84 QXSemaphore_wait@86-169@..\src\qxk\qxk_sema.c
      28      3    139      1      39 QXSemaphore_tryWait@172-210@..\src\qxk\qxk_sema.c
      42      7    275      1      66 QXSemaphore_signal@213-278@..\src\qxk\qxk_sema.c
      21      2    113      3      26 QXThread_ctor@74-99@..\src\qxk\qxk_xthr.c
      21      4    195      1      38 QXThread_delay@102-139@..\src\qxk\qxk_xthr.c
      14      2     68      1      16 QXThread_delayCancel@142-157@..\src\qxk\qxk_xthr.c
      58      7    493      1      85 QXThread_queueGet@160-244@..\src\qxk\qxk_xthr.c
      10      1     39      3      11 QXThread_init_@247-257@..\src\qxk\qxk_xthr.c
      10      1     39      3      11 QXThread_dispatch_@260-270@..\src\qxk\qxk_xthr.c
      31      7    216      7      52 QXThread_start_@273-324@..\src\qxk\qxk_xthr.c
     100     15    527      4     140 QXThread_post_@327-466@..\src\qxk\qxk_xthr.c
       8      1     30      2       9 QXThread_postLIFO_@469-477@..\src\qxk\qxk_xthr.c
       5      1     49      1       7 QXThread_block_@480-486@..\src\qxk\qxk_xthr.c
       8      3     56      1       8 QXThread_unblock_@489-496@..\src\qxk\qxk_xthr.c
      20      3    157      3      39 QXThread_teArm_@499-537@..\src\qxk\qxk_xthr.c
      11      2     46      1      13 QXThread_teDisarm_@540-552@..\src\qxk\qxk_xthr.c
33 file analyzed.
==============================================================
NLOC    Avg.NLOC  AvgCCN  Avg.token  function_cnt    file
--------------------------------------------------------------
      6       0.0     0.0        0.0         0     ..\include\qassert.h
    133       3.0     1.0       16.0         1     ..\include\qep.h
     33       3.0     1.0       17.0         3     ..\include\qequeue.h
    226       7.0     2.6       64.2         8     ..\include\qf.h
     15       3.0     1.0       20.0         2     ..\include\qf_pkg.h
     16       0.0     0.0        0.0         0     ..\include\qk.h
     25       0.0     0.0        0.0         0     ..\include\qmpool.h
      7       0.0     0.0        0.0         0     ..\include\qpc.h
    361      14.0     3.0       67.0         1     ..\include\qs.h
      3       0.0     0.0        0.0         0     ..\include\qstamp.c
      2       0.0     0.0        0.0         0     ..\include\qstamp.h
      0       0.0     0.0        0.0         0     ..\include\qs_dummy.h
     19       0.0     0.0        0.0         0     ..\include\qs_pkg.h
      7       0.0     0.0        0.0         0     ..\include\qv.h
     93       0.0     0.0        0.0         0     ..\include\qxk.h
    363      31.8     5.3      184.8        11     ..\src\qf\qep_hsm.c
    346      33.3     5.6      195.1        10     ..\src\qf\qep_msm.c
      2       0.0     0.0        0.0         0     ..\src\qf\qf_act.c
    257      27.8     3.8      154.4         9     ..\src\qf\qf_actq.c
     69      20.7     2.3      107.0         3     ..\src\qf\qf_defer.c
    138      18.4     3.3      111.4         7     ..\src\qf\qf_dyn.c
    103      32.0     4.3      197.0         3     ..\src\qf\qf_mem.c
    114      21.0     4.4      123.6         5     ..\src\qf\qf_ps.c
     96      17.6     4.6      113.0         5     ..\src\qf\qf_qact.c
    152      36.2     4.8      200.8         4     ..\src\qf\qf_qeq.c
     18      16.0     2.0       79.0         1     ..\src\qf\qf_qmact.c
    218      26.2     4.1      155.6         8     ..\src\qf\qf_time.c
    191      22.9     5.0      129.1         8     ..\src\qk\qk.c
     81      18.5     5.0      109.2         4     ..\src\qv\qv.c
    260      22.9     5.0      138.5        11     ..\src\qxk\qxk.c
    227      55.0     8.5      467.5         4     ..\src\qxk\qxk_mutex.c
    143      34.0     4.5      213.5         4     ..\src\qxk\qxk_sema.c
    325      24.4     3.8      156.0        13     ..\src\qxk\qxk_xthr.c

=============================================================================================================
No thresholds exceeded (cyclomatic_complexity > 20 or length > 500 or nloc > 1000000 or parameter_count > 10)
==========================================================================================
Total nloc   Avg.NLOC  AvgCCN  Avg.token   Fun Cnt  Warning cnt   Fun Rt   nloc Rt
------------------------------------------------------------------------------------------
      4049      24.4     4.3      150.5      125            0      0.00    0.00
@endcode
